id,average_rating,title,imdbId
477,3.59375,What's Love Got to Do with It? (1993),108551
479,3.25,Judgment Night (1993),107286
480,3.70620438,Jurassic Park (1993),107290
481,3.34375,Kalifornia (1993),107302
482,2.85,Killing Zoe (1994),110265
483,2.75,King of the Hill (1993),107322
484,2.75,Lassie (1994),110305
485,2.886792453,Last Action Hero (1993),107362
486,2.5,Life with Mikey (1993),107413
487,3.5,Lightning Jack (1994),110353
488,3.125,M. Butterfly (1993),107468
489,2.625,Made in America (1993),107478
490,3.428571429,Malice (1993),107497
491,3.285714286,"Man Without a Face, The (1993)",107501
492,3.738095238,Manhattan Murder Mystery (1993),107507
493,3.304347826,Menace II Society (1993),107554
494,3.475409836,Executive Decision (1996),116253
495,3.8125,In the Realm of the Senses (Ai no corrida) (1976),74102
496,2.666666667,What Happened Was... (1994),111689
497,3.983333333,Much Ado About Nothing (1993),107616
498,2.666666667,Mr. Jones (1993),107611
499,3,Mr. Wonderful (1993),107613
500,3.467320261,Mrs. Doubtfire (1993),107614
501,4.1,Naked (1993),107653
502,2.4375,"Next Karate Kid, The (1994)",110657
504,3.2,No Escape (1994),110678
505,2.714285714,North (1994),110687
506,3.111111111,Orlando (1992),107756
507,3.5,"Perfect World, A (1993)",107808
508,3.668604651,Philadelphia (1993),107818
509,3.75,"Piano, The (1993)",107822
510,2.3,Poetic Justice (1993),107840
511,3,"Program, The (1993)",107889
512,3.5,"Puppet Masters, The (1994)",111003
513,2.5,Radioland Murders (1994),110939
514,3.647058824,"Ref, The (1994)",110955
515,4.043478261,"Remains of the Day, The (1993)",107943
516,2.923076923,Renaissance Man (1994),110971
517,3.09375,Rising Sun (1993),107969
518,2.136363636,"Road to Wellville, The (1994)",111001
519,2.395833333,RoboCop 3 (1993),107978
520,3.061538462,Robin Hood: Men in Tights (1993),107977
521,3.6,Romeo Is Bleeding (1993),107983
522,2.833333333,Romper Stomper (1992),105275
523,3.333333333,Ruby in Paradise (1993),108000
524,3.555555556,Rudy (1993),108002
526,1,"Savage Nights (Nuits fauves, Les) (1992)",105032
527,4.303278689,Schindler's List (1993),108052
528,2.5,"Scout, The (1994)",111094
529,3.933333333,Searching for Bobby Fischer (1993),108065
531,3.564516129,"Secret Garden, The (1993)",108071
532,3.25,Serial Mom (1994),111127
533,3.333333333,"Shadow, The (1994)",111143
534,4.2,Shadowlands (1993),108101
535,3.884615385,Short Cuts (1993),108122
536,2.25,"Simple Twist of Fate, A (1994)",111194
537,3.05,Sirens (1994),111201
538,3.9,Six Degrees of Separation (1993),108149
539,3.428,Sleepless in Seattle (1993),108160
540,2.694444444,Sliver (1993),108162
541,4.037671233,Blade Runner (1982),83658
542,2.736842105,Son in Law (1993),108186
543,3.346153846,So I Married an Axe Murderer (1993),108174
544,2.611111111,Striking Distance (1993),108238
546,1.735294118,Super Mario Bros. (1993),108255
547,3,Surviving the Game (1994),111323
548,3,Terminal Velocity (1994),111400
549,4.125,Thirty-Two Short Films About Glenn Gould (1993),108328
550,3.272727273,Threesome (1994),111418
551,3.65,"Nightmare Before Christmas, The (1993)",107688
552,3.14,"Three Musketeers, The (1993)",108333
553,3.48245614,Tombstone (1993),108358
554,3,Trial by Jury (1994),111488
555,3.885714286,True Romance (1993),108399
556,3.9,"War Room, The (1993)",108515
558,2.666666667,"Pagemaster, The (1994)",110763
559,5,"Paris, France (1993)",107779
561,3,Killer (Bulletproof Heart) (1994),110259
562,3.716666667,Welcome to the Dollhouse (1995),114906
563,3,Germinal (1993),107002
564,3,Chasers (1994),109403
565,4.5,Cronos (1993),104029
567,4,Kika (1993),107315
568,3.5,Bhaji on the Beach (1993),106408
569,2.5,Little Big League (1994),110363
571,4,"Wedding Gift, The (1994)",111709
573,1,"Ciao, Professore! (Io speriamo che me la cavo) (1992)",107225
574,3.333333333,Spanking the Monkey (1994),111252
575,3.571428571,"Little Rascals, The (1994)",110366
577,2,Andre (1994),109120
580,3,Princess Caraboo (1994),110892
581,4.235294118,"Celluloid Closet, The (1995)",112651
582,4,Métisse (Café au Lait) (1993),107642
585,3.073170732,"Brady Bunch Movie, The (1995)",112572
586,3.112403101,Home Alone (1990),99785
587,3.325396825,Ghost (1990),99653
588,3.674418605,Aladdin (1992),103639
589,4.006329114,Terminator 2: Judgment Day (1991),103064
590,3.717821782,Dances with Wolves (1990),99348
592,3.397959184,Batman (1989),96895
593,4.138157895,"Silence of the Lambs, The (1991)",102926
594,3.661971831,Snow White and the Seven Dwarfs (1937),29583
595,3.75,Beauty and the Beast (1991),101414
596,3.583333333,Pinocchio (1940),32910
597,3.360544218,Pretty Woman (1990),100405
599,4.035714286,"Wild Bunch, The (1969)",65214
600,4,Love and a .45 (1994),110395
603,3,"Bye Bye, Love (1995)",112606
605,3.342105263,One Fine Day (1996),117247
606,2.75,Candyman: Farewell to the Flesh (1995),112625
608,4.256696429,Fargo (1996),116282
609,3.107142857,Homeward Bound II: Lost in San Francisco (1996),116552
610,3.348484848,Heavy Metal (1981),82509
611,3,Hellraiser: Bloodline (1996),116514
612,2.666666667,"Pallbearer, The (1996)",117283
613,3.5,Jane Eyre (1996),116684
614,1.5,Loaded (1994),110374
615,3.5,Bread and Chocolate (Pane e cioccolata) (1973),70506
616,3.464285714,"Aristocats, The (1970)",65421
617,1,"Flower of My Secret, The (La flor de mi secreto) (1995)",113083
619,2.125,Ed (1996),116165
620,3.25,Scream of Stone (Cerro Torre: Schrei aus Stein) (1991),102855
621,3.333333333,My Favorite Season (1993),107471
626,2,"Thin Line Between Love and Hate, A (1996)",117891
627,3.333333333,"Last Supper, The (1995)",113613
628,3.88,Primal Fear (1996),117381
630,3.5,Carried Away (1996),115837
631,3.25,All Dogs Go to Heaven 2 (1996),115509
632,4.5,Land and Freedom (Tierra y libertad) (1995),114671
633,4,Denise Calls Up (1995),112844
635,3.857142857,"Family Thing, A (1996)",116275
637,2.75862069,Sgt. Bilko (1996),117608
638,4,Jack and Sarah (1995),113448
639,3.2,Girl 6 (1996),116414
640,3.333333333,Diabolique (1996),116095
647,3.629032258,Courage Under Fire (1996),115956
648,3.532738095,Mission: Impossible (1996),117060
650,3.1875,Moll Flanders (1996),117071
651,1,"Superweib, Das (1996)",117788
653,3.112903226,Dragonheart (1996),116136
656,3,Eddie (1996),116168
659,4.25,Purple Noon (Plein soleil) (1960),54189
661,3.632075472,James and the Giant Peach (1996),116683
662,3.111111111,Fear (1996),116287
663,3.411764706,Kids in the Hall: Brain Candy (1996),116768
664,3.5,Faithful (1996),116269
665,3.4,Underground (1995),114787
667,3.666666667,Bloodsport 2 (a.k.a. Bloodsport II: The Next Kumite) (1996),112536
668,4,Song of the Little Road (Pather Panchali) (1955),48473
670,3.166666667,"World of Apu, The (Apur Sansar) (1959)",52572
671,4.03030303,Mystery Science Theater 3000: The Movie (1996),117128
673,2.68,Space Jam (1996),117705
674,2.69047619,Barbarella (1968),62711
678,3.833333333,Some Folks Call It a Sling Blade (1993),108181
679,4,"Run of the Country, The (1995)",114307
680,3.916666667,"Alphaville (Alphaville, une étrange aventure de Lemmy Caution) (1965)",58898
681,3,Coup de torchon (Clean Slate) (1981),82206
685,3.125,It's My Party (1996),113443
687,3,Country Life (1994),109491
688,2.45,Operation Dumbo Drop (1995),114048
690,4,"Promise, The (Versprechen, Das) (1995)",111613
691,3.357142857,Mrs. Winterbourne (1996),117104
692,2,Solo (1996),117688
694,2.85,"Substitute, The (1996)",117774
695,4,True Crime (1996),114736
696,2,Butterfly Kiss (1995),112604
697,3.333333333,Feeling Minnesota (1996),116289
698,3,Delta of Venus (1995),109593
700,3.142857143,Angus (1995),112368
702,5,Faces (1968),62952
703,3,Boys (1996),115742
704,3,"Quest, The (1996)",117420
705,2.833333333,Cosi (1996),115951
707,3.111111111,Mulholland Falls (1996),117107
708,3.401639344,"Truth About Cats & Dogs, The (1996)",117979
709,2.875,Oliver & Company (1988),95776
710,1.5,Celtic Pride (1996),115851
711,3.222222222,Flipper (1996),116322
714,3.545454545,Dead Man (1995),112817
715,2.666666667,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",113362
718,3,"Visitors, The (Visiteurs, Les) (1993)",108500
719,2.808823529,Multiplicity (1996),117108
720,4,Wallace & Gromit: The Best of Aardman Animation (1996),118114
721,4,Halfmoon (Paul Bowles - Halbmond) (1995),114103
722,4,"Haunted World of Edward D. Wood Jr., The (1996)",113270
